OID_,FIRE_ID,RASTERVALU
1860,TN3587408316720160404,886
1861,NC3614908157420161122,845
1862,TN3563108347820161123,614
1863,TN3577008334320161128,667
1864,NC3574408214620170128,792
1865,NC3579808199320170409,787
1866,TN3592808291920160416,601
1867,TN3621708211020160418,1103
1868,NC3589008280820160421,628
1869,NC3498707948420150726,109
1870,NC3487107877820110221,25
1871,NC3501007951520160310,96
1872,NC3497807950420170417,117
1873,NC3495207953720180202,129
1874,NC3497007946020180506,109
1875,NC3472807702520130329,9
1876,NC3476407698620160318,12
1877,NC3459007840020180402,17
1878,NC3559707580020110505,2
1879,NC3563907590820160418,2
1880,CA3815112243520171009,50
1881,CA3790512187420130908,684
1882,CA3801812283920200818,272
1883,CA3726212222320200816,440
1884,CA3710912184820160926,731
1885,CA3831012199020180810,99
1886,CA3776611974120110913,1982
1887,CA3766311987120110825,1023
1888,CA3794512084420110909,67
1889,CA3766311970420110731,2166
1890,CA3753811959820170813,2233
1891,CA3744911965020170829,1562
1892,CA3721711946920170903,1211
1893,CA3812011994120170904,2096
1894,CA3764411961820170801,2186
1895,CA3761912020720170716,653
1896,CA3708211980720170610,262
1897,CA3824712003420130805,1401
1898,CA3785712008620130817,1053
1899,CA3755011992320130616,1206
1900,CA3749712017520120612,466
1901,CA3776911967520120616,2409
1902,CA3747212124920190625,273
1903,CA3781211964620200725,2414
1904,CA3808512073320200616,497
1905,CA3706812121320200628,428
1906,CA3802612076120200818,397
1907,CA3780512029420200820,425
1908,CA3760511996620191006,1010
1909,CA3667512102020200715,890
1910,CA3788211964320200811,2583
1911,CA3742412156820200816,700
1912,CA3716511951320150619,774
1913,CA3780511961320140717,2269
1914,CA3767511978320140726,1465
1915,CA3726811933420140728,1481
1916,CA3771211950920140815,2423
1917,CA3764612162620150819,416
1918,CA3834312069620150909,611
1919,CA3728211950220150725,1523
1920,CA3656312164020200816,785
1921,CA3702412151420200705,345
1922,CA3780912030120160926,503
1923,CA3700411949520160730,703
1924,CA3735012030020180615,112
1925,CA3805012095020180629,82
1926,CA3765211988120180713,1390
1927,CA3686012078020180502,224
1928,NV3823411935020110925,2284
1929,CA3713411828320110913,1655
1930,CA3716511828920120707,1223
1931,CA3727911931820130722,1921
1932,NV3826311825020130818,2492
1933,CA3791111886320120808,2280
1934,CA3720111927220200905,1606
1935,CA3703411834520190904,1907
1936,CA3714111902520200908,2659
1937,CA3782611887220190726,2607
1938,CA3792911898320200817,1993
1939,CA3656711918320200622,527
1940,CA3671811855720200821,2984
1941,CA3787811915920150815,2526
1942,CA3745411858420150206,1730
1943,CA3687411890520150801,1219
1944,CA3778011892120160917,2180
1945,CA3692911924620161011,667
1946,CA3779911892220160804,2486
1947,CA3756511912720180611,2485
1948,CA3741111851120180219,1285
1949,CA3669011811020180419,1119
1950,CA3664611822120180708,1921
1951,NV3742311500220120510,1609
1952,NV3735511477120110825,1918
1953,NV3719411461620110829,1393
1954,NV3705411645220110705,1722
1955,NV3698611640020170830,1527
1956,NV3731611669920170607,1738
1957,NV3739911457120120705,1647
1958,NV3719111490920120805,1576
1959,NV3710011464920120810,1145
1960,NV3721611485020130705,1644
1961,NV3712011647620200727,1801
1962,NV3701011608020200727,1436
1963,NV3721011487220190823,1758
1964,NV3746711499420200626,1779
1965,NV3736211460420200729,1644
1966,NV3731011483320200719,1815
1967,NV3716311461020200708,1217
1968,NV3827811551720140715,2707
1969,NV3722511487520171212,1696
1970,NV3722911623920180728,2217
1971,UT3714711329520120522,1237
1972,NV3809511410120120601,2337
1973,NV3671011405820120426,980
1974,UT3811111315820110805,1649
1975,UT3761911218820110817,2463
1976,AZ3689811363420110826,1453
1977,AZ3655111380820110709,1223
1978,AZ3658511237620170718,2231
1979,UT3771811283720170617,2846
1980,AZ3661111369420170708,1592
1981,AZ3660111368320120711,1444
1982,UT3812411301020120712,1789
1983,AZ3662211386620120721,1342
1984,UT3711811378420120721,1503
1985,AZ3662311255220120721,1737
1986,UT3719411389320120804,1663
1987,AZ3666511252620120808,1754
1988,UT3752411382520120810,1890
1989,UT3718311382520120812,1667
1990,UT3721811355820120813,1404
1991,UT3804711310020121001,1930
1992,UT3816611289120130702,2110
1993,UT3721911338520120623,1156
1994,UT3747711323320120627,1631
1995,UT3743511264420120702,2385
1996,UT3828311251320190618,2586
1997,NV3660711406220200922,1950
1998,UT3821211280820200822,1715
1999,UT3717711342520200719,955
2000,UT3732811369420200927,1335
2001,NV3788911411120200713,2294
2002,UT3800311315120190905,1816
2003,UT3732911371920200713,1465
2004,AZ3662211256720190711,1721
2005,AZ3653111222820190712,2527
2006,UT3829911250120191002,2906
2007,UT3715711356620200714,1404
2008,AZ3652211386520200510,1155
2009,UT3758811232020190726,2602
2010,AZ3662811235020200608,2294
2011,NV3748511410320140702,1933
2012,AZ3649611235120150705,2357
2013,UT3718111375620110610,1049
2014,UT3707811375020110616,1255
2015,UT3834011246920160809,2950
2016,UT3736211355320160613,2506
2017,UT3756411308620161016,2125
2018,UT3746611221320180825,2419
2019,UT3739711342320180627,2529
2020,UT3809211295120180628,2238
2021,AZ3689811361420180708,1484
2022,UT3806611313920180720,1856
2023,UT3823111150520120605,2700
2024,UT3797611156320120604,2699
2025,UT3772310985720190716,2342
2026,UT3704711205120200627,1753
2027,UT3783510979920190726,2616
2028,AZ3698311211020200729,1876
2029,CO3825210820820110803,2439
2030,CO3759010839120170905,2497
2031,CO3717510737520170802,2396
2032,CO3741010757920121016,2820
2033,CO3726810830320120622,2468
2034,CO3772010868220190620,2512
2035,CO3727110823720200614,2380
2036,CO3765110836820160621,2559
2037,CO3792810853320180526,2323
2038,CO3746110780820180601,2312
2039,CO3751310811120180608,3011
2040,CO3778110864120180722,2551
2041,CO3765810847420180722,2425
2042,CO3740210724320120513,2705
2043,NM3661310619920170603,2604
2044,NM3658710602220170516,2635
2045,CO3746210694320130605,3306
2046,CO3758810686320130605,3472
2047,CO3769910713620130605,3507
2048,CO3817710507320121023,1936
2049,NM3648010639120190829,2667
2050,CO3708210594220191027,2359
2051,NM3650210626920190607,2941
2052,NM3699310709220150818,2275
2053,CO3823310568320110612,2595
2054,CO3816110519920161017,2610
2055,CO3829210583320160708,2569
2056,NM3655310510320180531,2192
2057,CO3749610529120180627,2804
2058,CO3766210355320110723,1316
2059,CO3745910490420130619,2536
2060,CO3701810400020200822,2483
2061,CO3806310318920190404,1180
2062,CO3711310286620190718,1460
2063,NM3655410312720190805,1494
2064,NM3694510319920200523,1538
2065,CO3805510340720200411,1211
2066,CO3736710345020200520,1595
2067,CO3751710388820200516,1553
2068,CO3702010334020200607,1721
2069,CO3735610351820200518,1717
2070,CO3781310378320110219,1313
2071,CO3797710376220110322,1310
2072,CO3800010300020110407,1175
2073,NM3700010423620110526,2182
2074,NM3651510314920110409,1633
2075,CO3721210402120110530,1650
2076,CO3770310335220110603,1273
2077,CO3756710383820110605,1545
2078,CO3747210346920110607,1473
2079,CO3759610365120110607,1341
2080,NM3692010445620110612,2525
2081,CO3739510399220160317,1577
2082,CO3746610353820160616,1561
2083,CO3807010495520161003,1865
2084,NM3680310338920160416,1638
2085,OK3694010296020180524,1476
2086,CO3755210300420171208,1442
2087,NM3698710394020180607,2164
2088,NM3690210301720180609,1425
2089,CO3719010399120180417,1683
2090,NM3692110306120180308,1493
2091,OK3671910126720190819,883
2092,OK3661710061020200307,801
2093,KS3733310116720110403,882
2094,KS3707910189920110508,1018
2095,KS3711610091820170306,862
2096,OK3673310054420170307,787
2097,OK3668910034420161127,753
2098,OK3667610097720161216,860
2099,KS3710310080320170323,802
2100,KS3792810099320170223,898
2101,KS3816010190720160219,1110
2102,CO3740110227620180417,1138
2103,CO3773310232920180304,1175
2104,CO3699510252520190213,1256
2105,KS3824409850620150331,538
2106,KS3703609818720150313,380
2107,OK3648109933020150316,629
2108,KS3702809890220200325,470
2109,OK3698609831720200617,401
2110,KS3820209847420110503,528
2111,KS3825409797620110310,488
2112,OK3679909822220110310,346
2113,KS3812909834420110410,535
2114,OK3683309896720110603,553
2115,KS3810109785120170304,478
2116,KS3819709991720170306,725
2117,KS3775609996820170306,762
2118,OK3671009983720170307,691
2119,OK3664109946920170307,580
2120,KS3811709787720170307,494
2121,OK3677410017520170307,593
2122,OK3692409905720160323,537
2123,OK3681209991820161118,657
2124,OK3651009935820160405,540
2125,OK3689309979820160218,622
2126,OK3657009934020180412,629
2127,OK3680809902720180218,525
2128,KS3717009984020180305,628
2129,OK3648509869620180306,449
2130,KS3828909792520180314,484
2131,KS3820209848220180322,528
2132,OK3677809663120110807,358
2133,OK3698009637020140327,281
2134,OK3660009624020140403,267
2135,OK3661009643020140403,308
2136,KS3751009660020140412,469
2137,OK3657009630020140424,289
2138,OK3683209627720140416,310
2139,OK3650009650020140417,295
2140,OK3655009625020140417,270
2141,OK3665009603020140220,259
2142,OK3688009628020140410,286
2143,OK3662609647520120907,313
2144,OK3679009601020140319,253
2145,KS3828509581920190402,339
2146,OK3669509679920191116,354
2147,OK3667909617820150331,278
2148,OK3665309649720160208,319
2149,KS3738909684020151111,427
2150,KS3730609580520151111,302
2151,OK3672409588120151111,261
2152,OK3678109583820151111,282
2153,OK3671409624620151111,243
2154,OK3691309636920151111,262
2155,OK3647009658020140508,276
2156,OK3674909642920150316,285
2157,KS3786109647720200108,421
2158,KS3799309624420200305,360
2159,KS3808709768420201114,449
2160,OK3663709626720110301,261
2161,OK3652109690520110310,292
2162,OK3699909657820110310,366
2163,OK3657909606820110311,275
2164,OK3652309664120110323,269
2165,OK3654909629220110323,279
2166,OK3650909610120110401,256
2167,OK3646309668420110403,309
2168,KS3735209656120160304,466
2169,OK3663009600820160306,301
2170,OK3665509613920170310,255
2171,OK3655109629520160316,278
2172,KS3828209630920160317,415
2173,OK3667709627720160317,253
2174,OK3682909600120160319,275
2175,KS3805809770220160323,450
2176,OK3650509691920160324,312
2177,OK3664909672920160325,314
2178,KS3724909606420160402,291
2179,OK3650109635520160403,243
2180,KS3716309608220160404,273
2181,OK3662009645020160218,274
2182,OK3693709638420160219,305
2183,KS3766909655320160227,482
2184,OK3675009632420190317,302
2185,OK3650209638020190318,270
2186,KS3822109658520180405,417
2187,OK3668409662320180130,350
2188,KS3769109599620180411,329
2189,OK3661509648420180412,317
2190,OK3653909624720180306,289
2191,OK3661909600520180306,285
2192,OK3675409618220180306,256
2193,OK3679809650120180307,325
2194,OK3688209628620180315,282
2195,MO3739609357320120719,355
2196,MO3750809346120120823,341
2197,MO3781009282520120302,274
2198,MO3680909113820120327,278
2199,MO3747209133720111101,373
2200,MO3667109281220120704,327
2201,MO3671409219920120728,259
2202,MO3745009111920140130,334
2203,MO3767109103320120628,394
2204,MO3686909295920190323,323
2205,MO3743109121220190409,390
2206,MO3667009283520160213,288
2207,MO3749209102020150119,383
2208,MO3749909096020150503,288
2209,MO3668209279720201210,407
2210,MO3667809121320110219,205
2211,MO3705909137220110220,271
2212,MO3665409281520110414,340
2213,MO3778809294120110322,296
2214,AR3649009242620110323,271
2215,MO3651209243720110323,264
2216,MO3656309178720110323,261
2217,MO3680009287920110323,340
2218,MO3709509098120110323,257
2219,MO3691809127620110403,301
2220,MO3765809115520110403,387
2221,MO3769509099720110403,397
2222,MO3703509125420110405,308
2223,MO3678809105620110517,240
2224,MO3685409116520110517,290
2225,MO3705609130520110517,318
2226,MO3650909258220110406,226
2227,MO3716109092920110409,283
2228,MO3666209284720170208,326
2229,MO3664709285620171123,409
2230,MO3686409307820180126,359
2231,MO3691709150920180412,298
2232,MO3742309121320180412,397
2233,MO3658909284620180215,309
2234,MO3745909046820120302,187
2235,KY3751908392720130403,352
2236,TN3658608406520130512,531
2237,KY3682908374320121112,557
2238,KY3690408359520161029,541
2239,KY3673808371920161102,517
2240,KY3749508355220161106,303
2241,KY3667908385120161107,494
2242,KY3703308384620161111,408
2243,TN3655708465920161118,438
2244,KY3709408366620161124,351
2245,KY3695508441620161126,329
2246,KY3660408431520171128,549
2247,KY3725208427620171202,339
2248,WV3796508247320130406,244
2249,VA3696008182020140417,1029
2250,WV3723708170220121024,731
2251,WV3793508223420121111,349
2252,WV3792508160520121117,631
2253,KY3707708282720121125,746
2254,KY3733308341720121201,418
2255,VA3725708234420121201,709
2256,KY3760808261720190917,284
2257,KY3772008259020190404,400
2258,VA3662308297320200409,615
2259,WV3770708182720151117,746
2260,WV3813008185120151117,345
2261,WV3798408163520151118,532
2262,WV3743808193620151114,497
2263,KY3774208242620110215,296
2264,KY3736308239920161026,483
2265,KY3696008312920161026,661
2266,VA3718208259320161102,857
2267,KY3752608338520161102,281
2268,KY3695708323920161107,557
2269,WV3796008171220160403,505
2270,VA3678108216220161113,755
2271,KY3707708294720161117,426
2272,KY3738308345920161121,433
2273,WV3788908208620160404,466
2274,WV3794408160720160405,596
2275,KY3687408294620161123,852
2276,KY3741308341820161126,340
2277,KY3717808306120170409,528
2278,VA3661908298720160410,603
2279,KY3752608288420160413,371
2280,WV3783408177320171128,620
2281,KY3698008304020180501,690
2282,VA3763008006320120407,762
2283,VA3775808021320120407,616
2284,VA3787807965420120407,825
2285,VA3795507978320120411,713
2286,VA3798307892020111113,550
2287,VA3743408041920121111,772
2288,VA3761507963820150330,852
2289,VA3738208020020110219,666
2290,NC3654908086820110214,554
2291,VA3753208010820110214,680
2292,VA3792507913320160317,834
2293,VA3775207918420161119,868
2294,VA3778307886120161121,459
2295,VA3793507945920170410,810
2296,VA3789207918220180503,862
2297,VA3657807650120110804,6
2298,VA3800807784220110219,128
2299,VA3804207858320110219,333
2300,VA3831407864620160416,645
2301,CA4018412336320170808,881
2302,CA4011512332020170808,1027
2303,CA3839112224120171009,261
2304,CA3838712252020171009,497
2305,CA3859812261820171009,239
2306,CA3900312269020171009,573
2307,CA3931312322020171009,310
2308,CA3874312290720171009,441
2309,CA4022812303620170913,1886
2310,CA3849512202520170706,202
2311,CA3931912270720120707,1141
2312,CA3935412239320120708,577
2313,CA4002112187220130823,496
2314,CA3881312282620131122,384
2315,CA3901212244220120812,515
2316,CA3901312259520120812,461
2317,CA3986612313320120818,972
2318,CA3893112233020120904,619
2319,CA3910812308720120907,702
2320,CA4012012264020190905,531
2321,CA4010912278920190905,1559
2322,CA3847012204820200606,116
2323,CA3879612276720191023,455
2324,CA4004012260920191103,384
2325,CA3855412253120200927,360
2326,CA3850412233720200817,135
2327,CA3966012280920200817,910
2328,CA3892812226620190608,157
2329,CA3851412322420200817,320
2330,CA3867312307820200817,472
2331,CA3866612243620140701,248
2332,CA3851612210620140705,465
2333,CA3976812365020140730,430
2334,CA3884412276020150912,483
2335,CA3851412213120150722,517
2336,CA3891212249320150729,927
2337,CA4016812363920150730,193
2338,CA3890012260520160813,426
2339,CA3880512281020160925,605
2340,CA3852412206820160803,293
2341,CA3994012236020180609,149
2342,CA3966012253020180609,272
2343,CA3873012240020180908,271
2344,CA3881012220020180630,569
2345,CA3906012314020180727,758
2346,CA3924012311020180727,1367
2347,CA3919012180020180731,201
2348,NV3874311953520120522,2248
2349,NV3887411963420120601,1891
2350,NV3947511985120111118,1582
2351,NV3951511964820111123,1766
2352,NV3932611980920120119,1468
2353,NV3883611939320110930,1854
2354,NV3884811963920110816,1986
2355,NV3997911943320110824,1486
2356,NV3991711980520110730,2000
2357,CA3978012014320170806,1537
2358,NV3882011959620171003,1998
2359,CA3936812133420171009,193
2360,CA3958812158520171009,307
2361,CA3837311989620170819,2183
2362,NV3910511945620170822,1944
2363,CA3957512131620170829,751
2364,CA3861911955720170829,1874
2365,NV3885411961720170724,1950
2366,CA3851812110420170726,137
2367,CA3990612097220170729,1587
2368,NV3954311969620170806,1685
2369,CA4007312014520170711,1691
2370,NV3964311995020170714,1796
2371,NV3958711968320170703,1713
2372,NV3976011968620170704,1548
2373,CA3946112141320170707,614
2374,CA3905112090020120711,724
2375,CA3911912064620130810,1500
2376,NV3896711953420120722,1971
2377,CA3944512141720130816,493
2378,CA4001012127720120729,1525
2379,CA4018812160120130501,1065
2380,CA3837612016620120811,1925
2381,CA4019912165420120813,1371
2382,NV3992012001620130701,1742
2383,NV3882911962720120921,1983
2384,NV3887811956120130704,2300
2385,CA3983312003820200802,2052
2386,CA3851511946520201117,2434
2387,CA3988012002520190824,1769
2388,CA4005312066920190904,1903
2389,CA3852112120220200612,81
2390,CA3938112133120200909,461
2391,NV3974111996820201005,2032
2392,CA4003412011520201117,1367
2393,CA3985812091220200817,833
2394,CA3872412014620191010,1915
2395,NV3963011978220190713,1644
2396,CA3856811956820200830,2539
2397,CA3899012039420200908,1764
2398,CA3968112017120200814,1865
2399,NV3957611991320200627,1808
2400,CA4009112093120200817,833
2401,CA3996512158220200824,1008
2402,CA3859811975220150620,2069
2403,CA3855312083620140725,466
2404,CA3878212060420140913,1450
2405,CA3951912133920150911,622
2406,CA3919212088220150725,926
2407,NV3884311963920200707,1968
2408,NV3887811956320200624,2158
2409,NV3925811988320161014,1545
2410,CA3895812085620160628,425
2411,NV3953511969420160706,1697
2412,NV3954111948520160721,1848
2413,NV4002011992720160729,1655
2414,NV3992511994620160729,1631
2415,NV3994811972420160729,1862
2416,NV3986511990220160729,1729
2417,NV4004911989320160729,2144
2418,NV3974111995220160807,1818
2419,NV3928711942120180603,1421
2420,CA3927312065620180903,1759
2421,CA3839611945120180904,2265
2422,NV3881811941120180617,1771
2423,CA3982012144020181108,515
2424,NV3986111961620180727,2066
2425,CA3834911992920180801,2029
2426,NV3991811733920120514,1627
2427,NV3992311735620120514,1544
2428,NV3992811765320120516,1402
2429,NV3998511750620110827,1609
2430,NV3973911926920110729,1536
2431,NV4016211876720170723,1639
2432,NV3933911929420170822,1603
2433,NV3975311771020170827,2185
2434,NV4006411810920170830,1261
2435,NV3917511814020170712,2071
2436,NV3981911931420170620,1546
2437,NV3976211925220170703,2037
2438,NV3941111789520170708,1862
2439,NV3887711778720130818,2130
2440,NV3964711742320120805,2172
2441,NV4005111750320120809,1669
2442,NV3921011921620120614,1588
2443,NV3974911820520190813,1926
2444,NV3927311778420150814,2364
2445,NV3975511921920110702,1579
2446,NV3978811753420160628,2108
2447,NV3931511780420160720,2264
2448,NV4012311696120160726,1715
2449,NV3967911463320120612,2304
2450,NV4007011490520130808,2770
2451,NV3990511625520120805,2115
2452,NV3964811658420130609,2220
2453,NV3907111617420130629,2337
2454,NV3886411540020130705,2620
2455,NV3945911583320120626,2121
2456,NV3872111500020120630,2368
2457,NV3927511478820120702,2240
2458,NV4006711564620190902,2215
2459,NV3883311498820200624,1778
2460,NV4013411644020190722,1767
2461,NV4005311462120140702,2080
2462,NV4000011456620140724,2297
2463,NV3959811575920150914,2030
2464,NV3947711585920160721,2241
2465,NV3996611562620160808,2167
2466,NV4006311484620180813,2818
2467,NV4020611674720180724,1596
2468,UT3971911241920110815,1597
2469,UT3965711220620110901,1637
2470,UT4017711269220170717,1587
2471,UT4012511260420170717,1743
2472,UT4006111282320170602,1359
2473,UT3939111240620170606,1456
2474,UT4014211324920170619,1502
2475,NV3897211406920170704,1610
2476,UT3976811230220130815,2060
2477,UT3903111231520120727,1569
2478,UT4000611394320120729,1694
2479,UT4018811255220120805,1744
2480,UT3873811283720120810,1716
2481,UT4003811267220130629,2057
2482,NV3883111416720130701,2383
2483,NV4003011445220130701,2274
2484,UT3858711284620130628,1749
2485,UT3993311287720120917,1470
2486,UT3935311249120120622,1456
2487,UT3932911237920120627,2271
2488,NV3833511422820200626,2084
2489,UT3932711339120200719,1771
2490,UT3869911350520200824,1790
2491,NV4003211441020200806,2124
2492,NV4006111441520200821,2183
2493,UT3843711263320190822,2067
2494,UT3867511318120200625,1781
2495,UT3942511234720200626,1941
2496,UT3887311238420190908,1769
2497,UT4009411287320200914,1360
2498,UT3952611225620191026,1879
2499,NV3934011453020200511,2025
2500,UT4008211276720140611,1587
2501,NV3924811413320140716,2945
2502,UT4010011263320140721,1727
2503,UT3993311271820140721,2141
2504,UT4001811260720160902,1920
2505,UT3978611235820160609,1958
2506,UT3999011381120160718,2018
2507,NV3904811430620160808,2243
2508,UT3855611251720180717,2279
2509,UT4018911192120120531,1420
2510,UT3845911206020120605,2825
2511,UT3985611196320110718,1978
2512,UT3999411131620170812,2393
2513,UT4009611185120170623,1582
2514,UT4007811137120120819,2061
2515,UT3873911203320120619,1890
2516,UT3960611158520120623,2075
2517,UT3986511069320120624,2573
2518,UT3949911117520120626,2796
2519,UT3991911201920200605,1580
2520,UT3979911153620200731,1963
2521,UT4008611185120190821,1976
2522,UT3953911208420190908,1540
2523,UT3993711177920200906,2097
2524,UT3977911193520190803,1798
2525,UT3953011186520140724,2319
2526,UT3888611216320150719,2380
2527,UT3868411185220160820,2327
2528,UT3941811130620160908,2830
2529,UT4014211135020160916,2106
2530,UT4005111133620160916,2142
2531,UT3917511218120160723,1981
2532,UT3905011157820160723,2925
2533,UT4002311127520160801,2249
2534,UT3987211174320180824,2228
2535,UT3935811121620180607,2692
2536,UT3980611166020180906,1690
2537,UT3873211191320180629,2206
2538,UT4010011096020180701,2448
2539,UT3930510987820180721,2703
2540,UT3995111140220180804,2151
2541,UT3975011145120180806,2046
2542,CO3843610898920120525,2163
2543,CO3925110844620110807,1935
2544,CO4015310881520170611,1732
2545,UT4001210915820170616,1711
2546,CO3975310887720130619,2327
2547,CO3923610838820120627,1696
2548,UT3977510922020120629,2035
2549,CO3905010893820200605,1853
2550,CO3976210841920200713,2191
2551,CO3975310831620190905,2230
2552,CO3933610852620200731,2180
2553,CO3936910778720190728,2636
2554,CO3856310850620160614,2563
2555,CO4011910832820160629,1995
2556,CO3986910746520160808,3022
2557,CO3974610840620180707,2302
2558,CO4019210820120180720,1968
2559,CO3940410789020180728,2827
2560,CO3968910875820180729,2369
2561,CO3991610764020180729,2709
2562,CO3845710866520180729,2540
2563,CO3943610521720120326,2286
2564,CO3845410535020130611,1813
2565,CO3894510543620120617,2597
2566,CO3957210726620200810,2494
2567,CO3840910600420190908,3010
2568,CO4015410538220201017,2037
2569,CO3985110606520200814,3442
2570,CO3976210526320110320,2079
2571,CO3981210599520180628,3242
2572,CO3905510606920180628,2970
2573,CO3881510530620180629,2548
2574,CO3937110704320180703,2815
2575,CO3901210474920130611,2306
2576,CO3888410493320120623,2730
2577,CO3974110359220120625,1470
2578,CO3844710247720200615,1263
2579,CO4014010460020200719,1477
2580,CO3991410379420200820,1495
2581,CO3855210472420160128,1754
2582,CO3853710472820110629,1683
2583,CO3874510365520110324,1591
2584,CO3940010473020110324,1916
2585,CO3880110362120160219,1632
2586,CO3858610485820160220,1961
2587,CO3868410447320170227,1738
2588,CO3846910432320180527,1565
2589,CO3871810473120180408,1724
2590,CO3884110346320180417,1482
2591,CO3849510481220180224,1755
2592,CO3853910404720180417,1589
2593,CO3853310473120180316,1634
2594,KS3978410179920191109,1055
2595,KS3958310200020110316,1111
2596,KS3981209995720201107,731
2597,KS3850209794220170108,499
2598,KS3942309938920171124,557
2599,KS3895809903920171124,571
2600,KS3914109677420131117,390
2601,KS3841909654720140415,392
2602,KS3949009662020140320,372
2603,KS3901009668020140320,422
2604,KS3919609684020121205,398
2605,KS3842009652820190326,410
2606,KS3921209676120191113,398
2607,KS3845509652220150407,425
2608,KS3841709654320150414,416
2609,KS3918009678420151015,398
2610,KS3919209595820201118,333
2611,KS3841309652120110412,416
2612,KS3938409593320110413,368
2613,KS3908009625920110310,362
2614,KS3844309648220110406,408
2615,KS3842909658120110407,410
2616,KS3847809657420110408,428
2617,KS3860909722620160404,439
2618,KS3900809673320160405,401
2619,KS3958109669420160407,399
2620,KS3908909605820170407,338
2621,KS3923309686820171206,388
2622,KS3846809659720180416,429
2623,KS3834709637320180419,399
2624,MO3953709386720120823,279
2625,IN3885808542320110314,258
2626,WV3888307928320131110,829
2627,WV3882607929520191128,622
2628,WV3847108066620151113,707
2629,VA3852107903820110219,776
2630,VA3852107903820110222,582
2631,VA3862007900620180413,711
2632,VA3850907865220120408,587
2633,WV3892507868820120408,719
2634,PA3983007868020140424,754
2635,VA3888007833420120625,505
2636,VA3870107836520120626,480
2637,VA3875607846720191114,565
2638,VA3880807819420110219,684
2639,NJ3983707462620120408,42
2640,PA4020807575920120409,222
2641,NJ3968007464020170720,11
2642,NJ3932007511020140424,23
2643,NJ3977007445020190330,46
2644,NJ4002607454520140603,26
2645,NJ3986307444320150907,48
2646,NJ3974607471220150507,15
2647,NJ3971007477020140501,22
2648,NJ3965607489820200519,26
2649,NJ3931607511120200409,23
2650,MD3838507598720110216,1
2651,MD3839507609820110104,1
2652,MD3836707595520110214,1
2653,MD3840507599120110214,1
2654,MD3841507599020170205,1
2655,NJ3989607441020170219,63
2656,NJ3974007449020180422,22
2657,CA4024312331620110923,1111
2658,CA4083912297820170808,1143
2659,CA4194712334920170808,1200
2660,CA4145212338020170811,1151
2661,CA4198012316420170811,1089
2662,CA4178612347520170812,706
2663,CA4077112312420170831,880
2664,CA4159712349220170725,621
2665,CA4154912328620170726,1436
2666,CA4143512316220170626,1381
2667,CA4047812246920120705,183
2668,CA4079212335020120711,867
2669,CA4133312337620130731,1078
2670,CA4130012313520130731,1097
2671,CA4103512348820130810,1343
2672,CA4033512251120130909,280
2673,CA4083812232620120801,524
2674,CA4196012323320120805,1261
2675,CA4188812325320120805,957
2676,CA4099512207820120818,723
2677,CA4038712182320120818,1056
2678,CA4054612309020120905,1193
2679,CA4054112256820200927,308
2680,CA4088712301420190905,1517
2681,CA4186612267020190905,1084
2682,CA4121212284720200914,1847
2683,CA4190412319120200909,1639
2684,CA4118512343320200728,1291
2685,CA4185812335420200908,1006
2686,OR4203312217520190809,1194
2687,CA4042012272920140711,817
2688,CA4192412288020140730,1235
2689,CA4154812306220140731,1494
2690,CA4126812300220140731,976
2691,OR4204812234620140731,1148
2692,CA4168212212720140731,1631
2693,CA4114112280520140802,1904
2694,CA4152312316420140813,1593
2695,CA4179612337420140814,1474
2696,CA4073012217220140910,327
2697,CA4038712317320150730,1193
2698,CA4049212319820150803,1098
2699,CA4035712344220150731,1115
2700,CA4034312338320150731,1409
2701,CA4180012381520150801,1193
2702,CA4060412308120150731,1224
2703,CA4068012335620150731,1136
2704,CA4064212358620150731,1639
2705,CA4069112352420150610,817
2706,OR4210312387320150611,650
2707,CA4046512305420150731,862
2708,CA4091312343720150731,1253
2709,CA4176412395720150801,674
2710,CA4146912375220150801,585
2711,CA4155612377620150802,1085
2712,CA4045612355620150806,1252
2713,CA4035812356120150806,1605
2714,CA4185312311520160828,632
2715,CA4162312355820160607,1207
2716,CA4114012366020180816,638
2717,CA4061612352420180904,818
2718,CA4094312242720180905,1043
2719,CA4034012191020180623,805
2720,CA4051012242020180624,278
2721,CA4022012217020181007,153
2722,CA4188012254020180705,1035
2723,CA4195612355120180715,1107
2724,OR4209912285420180715,1632
2725,CA4065012263020180723,958
2726,CA4089112222820180809,1013
2727,CA4180512136320110715,1263
2728,CA4189912012320110818,1691
2729,CA4039512024220170829,1440
2730,NV4069711993420170830,1658
2731,NV4027311946420170830,1551
2732,CA4197112099820170724,1443
2733,CA4130712105620170725,1453
2734,CA4185212099120170726,1510
2735,CA4146612032120170803,1881
2736,CA4049312045120120723,1940
2737,CA4175212099720120805,1467
2738,CA4114311975020120805,1805
2739,OR4211012080120120806,1655
2740,CA4062112015220120812,1728
2741,CA4127412046520120817,1543
2742,CA4109112047320120905,1928
2743,CA4058912057520190828,1716
2744,CA4174812105620190905,1415
2745,CA4172612124320190728,1515
2746,CA4169912147720200722,1314
2747,CA4173712105820200723,1428
2748,NV4083911966720200812,1708
2749,CA4136412109120200722,1300
2750,NV4180711966720200727,1752
2751,CA4102912028120200818,1804
2752,CA4042112086320200718,1620
2753,CA4027912076220200817,1858
2754,CA4096212030820190808,1827
2755,CA4106412076220200720,1871
