"","FIRE_ID","FIRE_TYPE","IG_DATE","LATITUDE","LONGITUDE","ACRES","US_L4CODE","ECO_US_ID","SECTION","year","month","ppt","tmean","vpdmax","vpdmin","PDSI","Open_Water","Developed","Barren","Deciduous","Evergreen","Mixed","Shrub","grass","Pasture","Crops","Wetlands","DOY","PET","EVI","NDVI","Elevation"
"2360","MT4742911439120150814","Wildfire",2015-08-14,47.414,-114.401,3223,"15e",19,"Bitterroot Mountains Section",2015,8,7.49900007247925,20.7670001983643,31.9650001525879,6.53999996185303,-2.02,0,0.238235979,0,0.066276175,28.31425654,0,3.867304351,67.17179859,0.334963369,0,0.007164992,226,6.7,0.1858,0.313,1102
"2361","MT4687311484920150814","Wildfire",2015-08-14,46.909,-114.804,14495,"15p",19,"Bitterroot Mountains Section",2015,8,9.6850004196167,18.5510005950928,32.8050003051758,3.78800010681152,-3.37,0.001790574,0.062670105,0,0,34.30382467,0,5.593754476,59.68342644,0,0,0.354533734,226,6.9,0.3272,0.7002,1064
"2362","WA4838311788820150814","Wildfire",2015-08-14,48.404,-117.892,3431,"15r",16,"Okanogan Highlands Section",2015,8,6.80999994277954,20.4970016479492,38.8209991455078,3.44400000572205,-2.8,0.066269052,2.659717371,0.017910555,0.003582111,30.70048179,0.001791055,18.99414325,28.50643884,3.904500922,11.78156288,3.363602171,226,6.1,0.3415,0.5765,761
"2363","WA4863311833720150814","Wildfire",2015-08-14,48.63,-118.336,8559,"15x",16,"Okanogan Highlands Section",2015,8,11.8719997406006,19.1280002593994,26.5550003051758,7.04199981689453,-3.57,0,1.581501979,0,0.007164222,66.70786094,0,5.324807909,26.21209679,0,0,0.166568159,226,5.7,0.3541,0.7082,1606
"2364","WA4877911820520150814","Wildfire",2015-08-14,48.758,-118.193,13975,"15r",16,"Okanogan Highlands Section",2015,8,14.2349996566772,20.3030014038086,29.2299995422363,7.88800001144409,-2.93,0.18632984,0.216787602,0,0.026874496,36.52960674,0.007166532,8.331093792,52.80121831,0.173788408,0,1.727134283,226,6.4,0.3159,0.6236,919
"2365","ID4688211538220150814","Wildfire",2015-08-14,46.881,-115.364,2958,"15p",19,"Bitterroot Mountains Section",2015,8,8.76700019836426,19.4260005950928,34.984001159668,4.55299997329712,-3.76,0,0,0,0.005372204,72.83097255,0.028651756,17.46682664,9.567895708,0,0,0.100281145,226,7.1,0.3531,0.8095,894
"2366","ID4799811615320150814","Wildfire",2015-08-14,47.999,-116.155,2023,"15o",19,"Bitterroot Mountains Section",2015,8,13.6630001068115,18.9380016326904,25.0729999542236,7.21199989318848,-3.4,0,0.001791537,0.11107528,0.003583074,87.26217349,0.008957684,1.963524311,10.570067,0.066286861,0,0.012540757,226,6.2,0.3664,0.7438,1488
"2367","ID4818211606320150814","Wildfire",2015-08-14,48.178,-116.052,2682,"15q",19,"Bitterroot Mountains Section",2015,8,16.1919994354248,17.6310005187988,22.8729991912842,5.88199996948242,-3.53,0.010747295,0.001791216,11.95994841,0,51.8162929,0,12.28236727,23.88228129,0.016120943,0,0.016120943,226,5.6,0.3005,0.5766,1512
"2368","MT4810711584820150814","Wildfire",2015-08-14,48.114,-115.858,9727,"15q",19,"Bitterroot Mountains Section",2015,8,12.6330003738403,18.6030006408691,31.8810005187988,3.14599990844727,-2.85,0.111055384,0.598266103,0.053736476,0.003582432,40.81822741,0,6.858565594,48.53120298,0,0,3.025363617,226,6.7,0.3396,0.7739,1062
"2369","MT4814411584420150814","Wildfire",2015-08-14,48.153,-115.818,5126,"15q",19,"Bitterroot Mountains Section",2015,8,12.2950000762939,18.3110008239746,28.7870006561279,4.03000020980835,-3.2,0,0.259749566,0.094942945,0.037618903,68.10991885,0,8.394389409,21.07195959,0,0,2.031420741,226,6.3,0.3464,0.7791,1415
"2370","MT4815811574020150814","Wildfire",2015-08-14,48.171,-115.741,2810,"15q",19,"Bitterroot Mountains Section",2015,8,19.9349994659424,17.5740013122559,24.7329998016357,4.86100006103516,-3.02,0.077005731,0,11.28581662,0,70.42442693,0,3.400787966,14.72958453,0,0,0.005372493,226,5.7,0.4068,0.7651,1273
"2371","WA4606911776320150814","Wildfire",2015-08-14,46.008,-117.612,79418,"11f",29,"Blue Mountains Section",2015,8,11.1510000228882,21.5460014343262,36.0859985351562,7.21099996566772,-2.67,0.003581662,0.001790831,0,0.001790831,17.98710602,0,0.633954155,81.31267908,0.007163324,0,0.051934097,226,5.7,0.2823,0.6748,1177
"2372","MT4865411593720150814","Wildfire",2015-08-14,48.65,-115.938,1024,"15q",20,"Flathead Valley Section",2015,8,13.9379997253418,18.6340007781982,26.4330005645752,4.93699979782104,-3.56,0.030445217,0.752175938,0,0,88.79974211,0,6.454385902,3.612235395,0,0,0.351015438,226,6.1,0.3952,0.7881,1465
"2373","WA4857111968120150814","Wildfire",2015-08-14,48.507,-119.694,137098,"10m",13,"Eastern Cascades Section",2015,8,6.26399993896484,20.8240013122559,30.5109996795654,5.87099981307983,-2.07,0.191642935,3.53375244,0,0,7.062131714,0.008955277,3.85793348,80.56883922,2.679418982,0.59283936,1.504486594,226,6.2,0.2064,0.3552,647
"2374","WA4852611946320150814","Wildfire",2015-08-14,48.478,-119.339,180111,"15g",16,"Okanogan Highlands Section",2015,8,6.42799997329712,19.4950008392334,27.8099994659424,8.09500026702881,-2.57,0,0.1593811,0,0.007163196,46.10232625,0.01611719,3.003169714,50.24265325,0,0,0.469189305,226,5.7,0.2182,0.5447,1080
"2375","MT4580510676720150815","Wildfire",2015-08-15,45.798,-106.769,1914,"43p",61,"Powder River Basin Section",2015,8,34.0950012207031,20.9930019378662,35.617000579834,3.85400009155273,-0.82,0,0.007164864,0,0,9.187146235,0,0.189868883,90.61582002,0,0,0,227,7.4,0.1455,0.266,1081
"2376","TX3111210044220150815","Wildfire",2015-08-15,31.108,-100.453,5205,"30d",77,"Rolling Plains Section",2015,8,12.5059995651245,28.8820018768311,47.4099998474121,5.11299991607666,1.91,0,0.103907272,0,1.177018578,0.281266236,0.021498056,59.84342249,38.30953618,0,0.263351189,0,227,6.8,0.2393,0.3821,680
"2377","CA3787811915920150815","Wildfire",2015-08-15,37.902,-119.151,3775,"5i",10,"Sierra Nevada Section",2015,8,6.88100004196167,15.9580011367798,25.0349998474121,6.38000011444092,-2.33,0.745159152,0.646640514,2.316083615,0.01791248,19.76283877,0,41.83280492,32.25679331,0,0,2.419975997,227,6.4,0.2142,0.3883,2526
"2378","OR4486512071420140703","Wildfire",2014-07-03,44.847,-120.702,3602,"11a",30,"High Lava Plains Section",2014,7,5.99700021743774,21.0570011138916,36.6640014648438,5.03000020980835,-1.1,0,0.051934097,0,0,0.655444126,0,31.24462751,66.92335244,0.082378223,0.968839542,0.073424069,184,6.6,0.1517,0.2786,953
"2379","CA4146612092420140703","Wildfire",2014-07-03,41.476,-120.924,1399,"9l",12,"Modoc Plateau Section",2014,7,10.7030000686646,23.4180011749268,47.7060012817383,6.03499984741211,-3.22,0.335005374,1.43855249,0.118237191,0.001791473,16.29344321,0.00716589,45.83303475,31.3400215,1.332855607,0.781082049,2.518810462,184,7.2,0.1212,0.2663,1476
"2380","AZ3592011206820140704","Wildfire",2014-07-04,35.902,-112.09,5184,"23j",37,"Tonto Transition Section",2014,7,56.3810005187988,20.0780010223389,30.8729991912842,2.00999999046326,-2.32,0.010745563,0.75756219,0,0,58.29288823,0,10.38558662,30.5532174,0,0,0,185,5.6,0.1974,0.3586,2048
"2381","ID4311811407220140705","Wildfire",2014-07-05,43.118,-114.021,4572,"12g",51,"Snake River Basalts Section",2014,7,9.02000045776367,22.4740009307861,41.2750015258789,4.80800008773804,-3.46,0,0.139694821,0,0,0,0,6.741170571,93.11913461,0,0,0,186,8.5,0.0906,0.1771,1376
"2382","AZ3448811122620140705","Wildfire",2014-07-05,34.473,-111.228,2205,"23c",39,"White Mountain-San Francisco Peaks Section",2014,7,85.7060012817383,19.8380012512207,24.386999130249,2.93899989128113,-2.06,0,0.856139848,0,0,89.7442327,0,3.442470268,5.957157186,0,0,0,186,4.5,0.2825,0.5304,2214
"2383","CA3851612210620140705","Wildfire",2014-07-05,38.538,-122.07,6984,"6f",164,"Northern California Interior Coast Ranges Section",2014,7,0,23.5630016326904,37.7439994812012,4.35099983215332,-3.76,0.29018217,0.858007774,0.051946191,0.37795332,3.394414889,2.314292367,21.30152077,70.51784979,0,0.068067423,0.825765311,186,9.8,0.1981,0.3948,465
"2384","UT4053310958320140705","Wildfire",2014-07-05,40.531,-109.573,2965,"20g",45,"Uinta Mountains Section",2014,7,19.9130001068115,23.0740013122559,37.9280014038086,8.01500034332275,-2.1,4.417979943,2.385386819,0.363538682,0.157593123,16.72636103,0.008954155,45.70200573,24.24606017,3.325573066,0.535458453,2.131088825,186,6.8,0.1338,0.2021,1875
"2385","AZ3486011152620140706","Wildfire",2014-07-06,34.864,-111.531,6708,"23c",39,"White Mountain-San Francisco Peaks Section",2014,7,52.1990013122559,19.7950000762939,27.3239994049072,3.04099988937378,-2.41,0,0.008954796,0,0,92.46364353,0,4.900064475,2.627337202,0,0,0,187,3.9,0.2592,0.501,2175
"2386","WA4789411989420140707","Wildfire",2014-07-07,47.889,-119.874,2088,"10m",13,"Eastern Cascades Section",2014,7,6.48000001907349,23.5070018768311,36.7550010681152,9.23099994659424,-3.21,4.653245451,3.322467402,0.116420691,0,1.898552801,0,24.2513254,47.79696232,0.4746382,17.4487749,0.037612839,188,7.2,0.1,0.198,646
"2387","WA4766312029020140708","Wildfire",2014-07-08,47.626,-120.297,21952,"77f",13,"Eastern Cascades Section",2014,7,11.9469995498657,22.4380016326904,33.1910018920898,9.1230001449585,-3.2,0.019705845,0.069866179,0,0.005374321,6.225255728,0,1.61946221,91.97792945,0.003582881,0,0.078823382,189,6.6,0.3412,0.5544,1121
"2388","AZ3454211140020140708","Wildfire",2014-07-08,34.533,-111.419,2698,"23c",39,"White Mountain-San Francisco Peaks Section",2014,7,62.8190002441406,21.0170001983643,28.9540004730225,3.18700003623962,-2.13,0.005372878,0.003581918,0,0,88.79754997,0,3.021348234,8.150655491,0,0,0.021491511,189,5.5,0.2924,0.5382,2056
"2389","WA4784511784620140709","Wildfire",2014-07-09,47.863,-117.828,1114,"10a",16,"Okanogan Highlands Section",2014,7,2.82100009918213,23.0790004730225,40.9440002441406,4.375,-1.06,2.543480987,3.283239893,0.003582368,0,17.04669616,0,58.75799316,14.82204589,0.030450124,2.031202422,1.481308997,190,6.7,0.1791,0.3833,588
"2390","WA4743911979520140710","Wildfire",2014-07-10,47.426,-119.778,1019,"10a",17,"Columbia Basin Section",2014,7,4.34800004959106,24.2800006866455,36.8860015869141,7.04199981689453,-2.89,0.026870163,1.753725996,0.068071081,0,0,0,69.03303239,14.82158212,0.270492978,13.98502436,0.041200917,191,8,0.0896,0.1886,521
"2391","OR4201411871120140711","Wildfire",2014-07-11,42.014,-118.698,1765,"80j",28,"Northwestern Basin and Range Section",2014,7,16.3920001983643,22.7520008087158,35.8759994506836,10.7309999465942,-3.86,0,0.001791505,0,0.008957523,0.546408929,0,77.60619144,21.80261201,0,0,0.034038589,192,5.2,0.1085,0.2236,1810
"2392","AZ3498711198720140711","Wildfire",2014-07-11,34.999,-111.711,2216,"23c",39,"White Mountain-San Francisco Peaks Section",2014,7,49.818000793457,21.5850009918213,30.5659999847412,4.5310001373291,-2.17,0,2.639543004,0.064466451,0,88.41573698,0,2.286768261,6.525437387,0,0,0.06804792,192,5.9,0.3097,0.5581,2014
"2393","CA3564211814820140711","Wildfire",2014-07-11,35.631,-118.142,1840,"5i",10,"Sierra Nevada Section",2014,7,1.16999995708466,24.5270004272461,41.6209983825684,10.0209999084473,-4.53,0,0,0,0,29.22368704,0,56.50390485,14.27240811,0,0,0,192,7.2,0.2228,0.4596,1874
"2394","CA4042012272920140711","Wildfire",2014-07-11,40.461,-122.793,11181,"6f",164,"Northern California Interior Coast Ranges Section",2014,7,1.2389999628067,24.5870018005371,43.2270011901855,12.0620002746582,-3.55,0,3.067803288,0,1.174827179,15.47870626,3.180629679,19.80729969,57.29073391,0,0,0,192,7.9,0.2859,0.5727,817
"2395","TX2975509404820140712","Wildfire",2014-07-12,29.757,-94.04,3388,"34g",167,"Eastern Gulf Prairies and Marshes Section",2014,7,302.654998779297,27.4330005645752,15.9949998855591,2.40400004386902,-2.6,24.65255391,0.051937818,0.291926356,0,0,0,0,0.334909377,0.026864389,0,74.64180815,193,6.8,0.269,0.5032,2
"2396","NV4123411748320140712","Wildfire",2014-07-12,41.184,-117.515,9507,"13k",31,"Lahontan Basin Section",2014,7,9.14000034332275,25.5160007476807,47.6559982299805,11.9049997329712,-2.36,0,0.085986063,0,0,0,0,38.10615696,61.80785698,0,0,0,193,6.7,0.1027,0.156,1367
"2397","OR4419812045620140713","Wildfire",2014-07-13,44.164,-120.416,2407,"11a",30,"High Lava Plains Section",2014,7,5.28599977493286,21.2650012969971,37.5620002746582,5.05700016021729,-1.36,0.252543344,0.906290299,0,0,1.425705688,0,67.98251899,24.99104456,0.073434589,0.205975068,4.162487462,194,7.6,0.1183,0.2261,1240
"2398","OR4499312125220140713","Wildfire",2014-07-13,45.021,-121.179,39852,"11a",30,"High Lava Plains Section",2014,7,8.40499973297119,22.2530002593994,34.6590003967285,6.62200021743774,-1.37,0.007164222,0,0.035821109,0,9.729013308,0,3.565991439,86.66200992,0,0,0,194,6.1,0.1926,0.3468,716
"2399","OR4528312056920140713","Wildfire",2014-07-13,45.267,-120.571,12519,"10k",30,"High Lava Plains Section",2014,7,6.58699989318848,23.3010005950928,38.9169998168945,7.31799983978271,-1.51,0.592924317,0.300940439,0.150470219,0,0.001791312,0,5.809225258,88.55709807,0,4.567845947,0.019704433,194,7,0.1232,0.2214,442
"2400","OR4471312061120140713","Wildfire",2014-07-13,44.743,-120.537,23876,"11a",30,"High Lava Plains Section",2014,7,7.92799997329712,22.0390014648438,39.6829986572266,5.99499988555908,1.22,0.120017913,0.010747873,0.010747873,0,0,0,19.87102553,79.83519928,0,0.12539185,0.026869682,194,7.1,0.1301,0.2364,800
"2401","OR4252012150720140713","Wildfire",2014-07-13,42.527,-121.477,2535,"9j",13,"Eastern Cascades Section",2014,7,6.68100023269653,20.2230014801025,37.6520004272461,2.56500005722046,-3.04,0,0.238184781,0.019699493,0,13.59444116,0,61.9047619,22.1780476,0.021490356,0,2.043374702,194,7.4,0.1728,0.3085,1383
"2402","OR4463612175020140713","Wildfire",2014-07-13,44.648,-121.716,4756,"4c",13,"Eastern Cascades Section",2014,7,22.4169998168945,17.5,24.3299999237061,2.78500008583069,1.7,0.019702669,0.012538062,3.224073079,0,30.259717,0.01074691,31.55113738,34.9185026,0,0,0.003582303,194,5.5,0.2901,0.6757,1368
"2403","FL3039608244120140714","Wildfire",2014-07-14,30.405,-82.426,1119,"75g",99,"Coastal Plains and Flatwoods, Lower Section",2014,7,81.9660034179688,27.3440017700195,23.6749992370605,0.40200001001358,3.26,0.057321988,4.397671294,0,0.510523959,30.59023735,0.010747873,6.76757725,0.530228392,0.078817734,0,57.05687416,195,5.5,0.4087,0.7015,42
"2404","FL2965108508720150621","Wildfire",2015-06-21,29.659,-85.116,555,"75k",2214,"Florida Coastal Lowlands (Western) Section",2015,6,121.975997924805,27.5730018615723,18.1399993896484,4.27600002288818,0.81,33.10884634,0.037613512,2.140387957,0,2.969676345,0,1.148107682,0.96362236,0,0,59.6317458,172,7.3,0.3964,0.6189,1
"2405","WV3770708182720151117","Wildfire",2015-11-17,37.701,-81.825,1044,"69d",130,"Northern Cumberland Mountains Section",2015,11,54.9140014648438,10.4740009307861,10.4370002746582,1.39199995994568,-1.26,0.499767134,5.398918067,0.143302404,87.94468527,4.569555404,0.340343209,0.331386809,0.709346899,0.062694802,0,0,321,3.2,0.1724,0.5299,746
"2406","WV3813008185120151117","Wildfire",2015-11-17,38.132,-81.851,1145,"69d",129,"Southern Unglaciated Allegheny Plateau Section",2015,11,49.3250007629395,10.3100004196167,11.8269996643066,0.837000012397766,-1.14,0.743314646,7.196718669,0.57853164,78.44566639,0.333148251,3.082516881,1.549318479,6.56266232,1.463344737,0,0.044777991,321,2.9,0.1875,0.4545,345
"2407","WV3798408163520151118","Wildfire",2015-11-18,37.985,-81.646,1193,"69d",130,"Northern Cumberland Mountains Section",2015,11,50.1710014343262,10.1100006103516,10.5509996414185,1.10699999332428,1.34,0.662678655,2.360568829,1.364759824,89.30042626,1.66386073,0.576709532,1.063867894,3.007128273,0,0,0,322,5,0.2022,0.4701,532
"2408","TX3588910140520151221","Wildfire",2015-12-21,35.898,-101.368,2348,"26a",76,"Texas High Plains Section",2015,12,31.2819995880127,4.72500038146973,9.72999954223633,1.01600003242493,5.46,0,0.154033529,0.639418255,0,0,0,50.4316521,48.6763863,0,0,0.098509815,355,2.6,0.1188,0.2032,960
"2409","CA3431411935320151226","Wildfire",2015-12-26,34.303,-119.342,1083,"85a",5,"Southern California Coast Section",2015,12,7.50400018692017,13.1040010452271,14.3540000915527,3.25099992752075,-3.14,38.86739045,12.13228708,0.003583074,0,3.033071769,1.284531871,30.77501881,11.10036189,0.562542549,0.662868609,1.578343903,360,3,0.0976,0.1927,198
"2410","OR4466612007120140714","Wildfire",2014-07-14,44.658,-120.048,2661,"11a",29,"Blue Mountains Section",2014,7,7.48099994659424,21.5950012207031,37.2229995727539,6.51200008392334,1.18,0,0.71294223,0,0,22.33407971,0,38.79982087,38.00985222,0.114643977,0,0.028660994,195,7.8,0.1388,0.2952,1274
"2411","OR4360111948420140714","Wildfire",2014-07-14,43.594,-119.452,4609,"80g",28,"Northwestern Basin and Range Section",2014,7,5.42199993133545,21.2130012512207,42.1599998474121,4.86199998855591,-1.76,0,0.171965965,0.001791312,0,0,0,50.85535155,46.57053292,0,0.915360502,1.484997761,195,8,0.0893,0.1915,1440
"2412","OR4483512025020140714","Wildfire",2014-07-14,44.808,-120.273,31033,"11a",30,"High Lava Plains Section",2014,7,8.98499965667725,22.484001159668,39.5550003051758,7.4229998588562,-1.24,0,0.003582239,0,0,0.379717361,0,29.9116978,69.7050026,0,0,0,195,8.4,0.1282,0.2783,926
"2413","ID4321211408420140714","Wildfire",2014-07-14,43.194,-114.106,33144,"12b",51,"Snake River Basalts Section",2014,7,8.98600006103516,22.0920009613037,41.5709991455078,4.53499984741211,-3.47,0,0.066277362,0,0,0,0,2.2176047,97.71611794,0,0,0,195,8.5,0.1082,0.2022,1411
"2414","OR4371511840820140714","Wildfire",2014-07-14,43.711,-118.395,4052,"80f",27,"Owyhee Uplands Section",2014,7,6.9689998626709,22.0200004577637,44.8269996643066,4.17999982833862,-3.04,0,0.001791152,0,0,0,0,13.60737955,86.34605051,0.003582303,0,0.041196489,195,9,0.1005,0.1991,1399
"2415","OR4325911851220140714","Wildfire",2014-07-14,43.236,-118.425,24291,"80f",28,"Northwestern Basin and Range Section",2014,7,8.39799976348877,22.4530010223389,42.431999206543,7.00899982452393,-2.86,0.008958005,1.531818833,0,0,0,0,11.44833023,84.33424108,0.340404185,2.284291243,0.051956428,195,8.4,0.0965,0.1845,1449
"2416","OR4332411821620140714","Wildfire",2014-07-14,43.284,-118.063,284065,"80g",28,"Northwestern Basin and Range Section",2014,7,6.05900001525879,22.8900012969971,39.0040016174316,9.10299968719482,-3.9,0,0,0,0,0.503412816,0,20.7259177,77.31238467,0,0,1.458284813,195,8.6,0.1092,0.2556,1542
"2417","OR4362911838720140714","Wildfire",2014-07-14,43.503,-118.305,88679,"80f",27,"Owyhee Uplands Section",2014,7,6.41300010681152,22.9330005645752,43.1319999694824,7.50400018692017,-3,0.01253896,0,0,0,0.094937843,0,5.750008956,94.07623688,0,0,0.066277362,195,9,0.093,0.2199,1400
"2418","WA4751011957620140714","Wildfire",2014-07-14,47.504,-119.566,1840,"10b",17,"Columbia Basin Section",2014,7,5.28599977493286,23.8730010986328,38.2039985656738,6.90700006484985,-3.21,0.771986387,1.955937668,0.574959699,0,0,0,43.61096185,18.33781121,0,34.74834318,0,195,7.3,0.0968,0.1775,675
"2419","WA4821112010220140714","Wildfire",2014-07-14,48.248,-119.96,276091,"77e",13,"Eastern Cascades Section",2014,7,12.7299995422363,21.3420009613037,32.398998260498,8.1850004196167,-3.85,0.025067593,4.954430697,0,0.003581085,41.81632617,0,11.43619402,40.69365611,0,0,1.070744328,195,6.4,0.3582,0.6339,1060
"2420","ID4571311651320140714","Wildfire",2014-07-14,45.708,-116.49,8002,"11g",29,"Blue Mountains Section",2014,7,2.57100009918213,23.2710018157959,40.0369987487793,8.02799987792969,-1.32,1.298817628,0.003582945,0,0,3.776424221,0,10.20422788,84.66499463,0.003582945,0,0.04836976,195,6.8,0.2308,0.4741,981
"2421","OR4499212060520140714","Wildfire",2014-07-14,45.01,-120.554,40760,"10k",30,"High Lava Plains Section",2014,7,4.31599998474121,22.7690010070801,35.8429985046387,8.4980001449585,-1.42,0.001791055,0.001791055,0.578510916,0,0,0,5.457346014,93.93727724,0,0,0.023283721,195,8.8,0.1046,0.2361,1013
"2422","OR4487812088220140714","Wildfire",2014-07-14,44.894,-120.874,17462,"10c",30,"High Lava Plains Section",2014,7,5.36199998855591,21.7090015411377,38.7229995727539,4.73999977111816,-1.18,0,0.444181756,0,0,0.480002866,0,7.148102377,91.84711551,0,0,0.080597496,195,8.5,0.107,0.2446,885
"2423","WA4835612062720140714","Wildfire",2014-07-14,48.361,-120.606,2578,"77g",13,"Eastern Cascades Section",2014,7,39.6759986877441,15.2030010223389,18.0919990539551,5.36499977111816,-1.05,0.019704786,0,16.78668673,0.879550014,25.05374033,0.050157638,22.73932359,34.02837489,0,0,0.130768128,195,5.3,0.3967,0.7113,1429
"2424","OR4454812036520140714","Wildfire",2014-07-14,44.514,-120.36,10510,"11b",29,"Blue Mountains Section",2014,7,8.37899971008301,19.8920001983643,29.9930000305176,7.09200000762939,1.31,0,1.47219486,0,0,40.78087221,0,6.255932659,51.22593355,0.0411928,0,0.223873914,195,7.9,0.3278,0.6919,1596
"2425","OR4496711955420140714","Wildfire",2014-07-14,44.929,-119.535,7616,"11b",29,"Blue Mountains Section",2014,7,10.2559995651245,22.2050018310547,40.1469993591309,5.81300020217896,-2.2,0,0.010746333,0,0,46.79669729,0,3.942113087,49.24327906,0,0,0.007164222,195,8.3,0.1697,0.3842,925
"2426","OR4530111730320140714","Wildfire",2014-07-14,45.28,-117.289,2218,"11l",29,"Blue Mountains Section",2014,7,3.24300003051758,16.431001663208,21.2000007629395,6.96299982070923,-0.84,0.057311722,0.001790991,36.25145518,0,49.10002686,0,3.632130384,10.95728486,0,0,0,195,6,0.2639,0.6303,2173
"2427","OR4455812160720140714","Wildfire",2014-07-14,44.565,-121.578,5177,"9b",13,"Eastern Cascades Section",2014,7,14.7919998168945,20.0480003356934,29.503999710083,3.90100002288818,-0.93,0.234670297,0.025079268,0.003582753,0,54.10493882,0,15.3001451,30.09691346,0,0,0.234670297,195,7.6,0.3558,0.6769,1413
"2428","WA4623611965320140715","Wildfire",2014-07-15,46.224,-119.668,2264,"10g",17,"Columbia Basin Section",2014,7,5.09899997711182,24.3190002441406,40.4280014038086,5.99900007247925,-3.81,1.461475087,6.025002687,0.001791023,0,0.003582047,0,16.86964932,23.38181037,0.044775585,51.5008776,0.711036286,196,8.2,0.0922,0.1876,347
"2429","WA4770812082320140715","Wildfire",2014-07-15,47.688,-120.796,14511,"77b",13,"Eastern Cascades Section",2014,7,17.8279991149902,20.1730003356934,28.8759994506836,6.11800003051758,-1.8,0.019704081,1.033568588,0.082398882,0.118224483,17.04761222,0.046573281,3.570021137,77.61616451,0.132554724,0,0.333178089,196,7.1,0.319,0.7497,1417
"2430","ID4408611596520140715","Wildfire",2014-07-15,44.022,-115.859,10205,"16k",26,"Idaho Batholith Section",2014,7,2.01600003242493,22.7780017852783,44.9700012207031,3.79200005531311,-1.02,0.161174785,0.898997135,0.001790831,0.214899713,36.71024355,0.218481375,6.516833811,55.19340974,0.001790831,0,0.082378223,196,7.7,0.3889,0.6671,1272
"2431","NV3827811551720140715","Wildfire",2014-07-15,38.306,-115.489,10717,"13e",33,"Central Great Basin Mountains Section",2014,7,32.6110000610352,18.8910007476807,27.4939994812012,6.69600009918213,-2.57,0,0,0.008955598,0.077018144,19.25095377,2.450251652,9.143665705,69.06915513,0,0,0,196,5.7,0.1833,0.4036,2707
"2432","WA4790611932820140716","Wildfire",2014-07-16,47.892,-119.295,3509,"10a",17,"Columbia Basin Section",2014,7,5.75299978256226,23.1670017242432,40.0460014343262,6.87900018692017,-3.21,0,0.171981369,0,0.025080616,0.003582945,0,69.4965962,28.72088857,0.318882121,0.417413114,0.845575063,197,7.8,0.1051,0.215,649
"2433","WA4802412060120140716","Wildfire",2014-07-16,48.007,-120.577,13714,"77g",13,"Eastern Cascades Section",2014,7,14.8190002441406,18.9030017852783,27.1189994812012,4.83300018310547,-1.77,0.008952872,2.990259275,0,0,25.50673256,0,1.169245094,70.18335482,0,0,0.141455379,197,6.9,0.3728,0.7802,1145
"2434","NV3924811413320140716","Wildfire",2014-07-16,39.28,-114.123,11675,"13e",33,"Central Great Basin Mountains Section",2014,7,32.9449996948242,19.2520008087158,25.8560009002686,7.58799982070923,-2.22,0,0,0.057302485,1.008165604,24.10823007,0.551536423,8.686698661,65.57374114,0,0,0.014325621,197,5.8,0.2959,0.4807,2945
"2435","ND4636310058820150330","Wildfire",2015-03-30,46.34,-100.571,1587,"43a",62,"Northwestern Great Plains Section",2015,3,9.60299968719482,1.50600004196167,8.58899974822998,0.375999987125397,-1.23,36.43771828,0.270439688,0.008954957,0.58565416,0,0.012536939,0.105668488,55.88071998,0.342079341,4.484642249,1.871585923,89,4.2,0.146,0.2282,537
"2436","NC3562508229420150331","Wildfire",2015-03-31,35.634,-82.282,728,"66d",122,"Blue Ridge Mountains Section",2015,3,65.8109970092773,7.68900012969971,9.17500019073486,0.483999997377396,0.59,0.023277884,17.76281627,0.008953032,49.52101277,0.863072323,30.60325532,0.06088062,0.614178022,0.542553763,0,0,90,4.9,0.2487,0.5817,1052
"2437","OK3667909617820150331","Wildfire",2015-03-31,36.647,-96.175,10170,"29a",89,"Flint Hills Section",2015,3,39.4269981384277,9.29700088500977,12.710000038147,0.508000016212463,-3.66,0.050146859,3.024930153,0.008954796,34.08016334,0,0,1.08173938,61.68242711,0.07163837,0,0,90,5.1,0.1671,0.3057,278
"2438","KS3824409850620150331","Wildfire",2015-03-31,38.249,-98.521,3024,"27c",87,"South-Central Great Plains Section",2015,3,6.12799978256226,8.55500030517578,15.5310001373291,1.34099996089935,-1.8,1.824758698,4.466092438,0,0.481707645,0,0,0.041186899,63.4260337,0,22.69219061,7.068030013,90,5.6,0.1331,0.2432,538
"2439","OK3629809627520150331","Wildfire",2015-03-31,36.308,-96.295,4130,"29a",89,"Flint Hills Section",2015,3,86.6569976806641,10.4910001754761,12.9409999847412,0.763000011444092,-3.48,0.071640936,3.265035641,0,44.32066483,0.01074614,0.060894795,1.56893649,49.17971129,1.520578859,0,0.001791023,90,4.7,0.1697,0.3431,271
"2440","NC3610008234220150331","Wildfire",2015-03-31,36.106,-82.337,768,"66d",122,"Blue Ridge Mountains Section",2015,3,86.6419982910156,6.19700050354004,7.89900016784668,0.439999997615814,-0.94,0.288390922,2.47013094,0.025077471,57.20708618,0.632310531,36.07215147,1.733928028,0.397657048,1.173267415,0,0,90,4.5,0.2636,0.5431,1167
"2441","SD4556510323420150401","Wildfire",2015-04-01,45.552,-103.192,2768,"43d",62,"Northwestern Great Plains Section",2015,4,21.7929992675781,6.15200042724609,12.6160001754761,0.824999988079071,1.31,0.010746525,0.721808282,0.918827912,0.845393323,24.34625304,0.044777189,52.6758848,17.69415389,0.415532311,2.188708984,0.137913741,91,3.6,0.1221,0.3188,1073
